,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3434,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
3487,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
1000,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
18,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7
1637,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8
1667,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
493,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
2867,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
2605,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
687,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
2607,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
1608,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
3297,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
2462,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
1009,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8
3621,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
3970,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
1677,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
1999,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
1310,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
1987,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
4132,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
344,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
2866,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
986,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
2685,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
3307,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9
3233,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
1142,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
1198,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
85,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
1518,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
2907,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
1381,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
3228,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9
1014,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
128,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
1364,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
2536,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
3412,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
891,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
2979,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
1359,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
307,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13
3951,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
1317,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
4086,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
3692,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
1208,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
3427,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
3100,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10
2131,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
1239,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7
275,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
489,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
3360,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
1229,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
3521,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
2820,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
2215,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
3678,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
1058,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
281,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
3318,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
1316,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
968,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
4027,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
3256,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
3064,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
619,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7
2254,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
1742,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
3486,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
1847,0.47,0.375,0.12,0.487,0.196,0.099,0.135,8
1579,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
1655,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
2020,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
1956,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
1307,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
2003,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
575,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
1706,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
2614,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
3258,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
861,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
1801,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
1628,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
1993,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
269,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
629,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
300,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
3820,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
1447,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
1472,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
2046,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
3001,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
2629,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
2113,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
3130,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
4001,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
3694,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
2670,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
2008,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
503,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
3207,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
2924,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
380,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
2964,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
1525,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
2251,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
374,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13
2274,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
3126,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
939,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
2684,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
2920,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
2147,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
2665,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
2068,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
529,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
2606,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
636,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
1269,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
185,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
2666,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
2213,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
2413,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12
1797,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
1441,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
1535,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
1273,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
607,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
1712,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
955,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
3240,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
2963,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
3864,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5
2071,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
3571,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
1977,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
158,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
1748,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
2473,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
902,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5
352,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
1230,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
3707,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
2140,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
444,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
4129,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
754,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
1737,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
4159,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
311,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
548,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
2815,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7
4124,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8
306,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
694,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
1927,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
3543,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
749,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
2505,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
1266,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
2293,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
2468,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8
2767,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
970,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
13,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
873,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
808,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
514,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5
3402,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
409,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8
2379,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10
3188,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
207,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
3547,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
458,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
2426,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2562,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
3088,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
3699,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
3593,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
1883,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
1713,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
2754,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
2372,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
552,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
3944,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
3871,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
1925,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
634,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
4033,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
316,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
2987,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
3752,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
1328,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10
427,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
2357,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
105,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
142,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
2169,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
3513,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
3347,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
2241,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
2381,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
2163,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
1949,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
3779,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
2272,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
3960,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
4056,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
4138,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
1951,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
2850,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
3106,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
4142,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
1109,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
2510,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
591,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
3946,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
1576,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
2752,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7
213,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
778,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
3203,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
4028,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
2043,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
3504,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10
3912,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
2661,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
1567,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8
3907,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
4175,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
3332,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
3842,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
1343,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
2013,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
273,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
71,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
1087,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
394,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
583,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
1367,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
2844,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
2862,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10
3883,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
3947,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
2471,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
1763,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
3204,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
1259,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
2253,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
526,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
377,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
1559,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
2667,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1963,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
3799,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
348,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
2246,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
2921,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
1709,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
1050,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
590,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
519,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6
3997,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
2872,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8
1083,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
3919,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
3866,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
1294,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
1809,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
791,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
792,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
2969,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
1980,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
2720,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7
2364,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
1530,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
1410,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
3822,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
3371,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
83,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
4115,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
20,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
2390,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1562,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
973,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
1710,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
2765,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
1098,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
2916,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
886,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
2574,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
3285,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
3793,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
737,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
1453,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
2759,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
3754,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
2126,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
906,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
2555,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
3176,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
947,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
2658,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
2829,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7
715,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
3281,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
686,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
3636,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8
2353,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
2257,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
3131,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11
21,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
885,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
917,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
2957,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
3526,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6
4002,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
1265,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
483,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
3851,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
3682,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
277,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
988,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
2084,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
1245,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
2382,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
571,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
1435,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
993,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
2411,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2407,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12
585,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
1349,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
1007,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
674,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
447,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
3573,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
3187,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
2064,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
3368,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
3081,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
1690,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
3514,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
1247,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
1985,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
294,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
1547,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6
2012,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
588,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
2403,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
2129,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
3257,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
3164,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
425,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
1054,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
3542,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8
556,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
3211,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2740,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
3770,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
3767,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2868,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7
1193,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
1716,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
2876,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7
3836,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
2400,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
2139,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
2383,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
3952,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
1285,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
2651,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
2676,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
3920,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
2087,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
1889,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
1591,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
3753,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
2162,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
2396,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
3039,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
2271,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14
3426,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
1137,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
2711,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
4000,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
4021,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
1711,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
3516,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
453,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
913,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6
3585,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
1199,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
1274,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
2375,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
37,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
974,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
983,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
3357,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
1418,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
